objid              , ra              , dec                 , u       , g       , r       , i       , z       , class, redshift     , _q   , W1mag , W2mag , W3mag , W4mag, W1_W2        , u_g
1237645943978328360, 55.0698427925186, 0.9625284028028     , 21.83631, 20.77466, 20.62424, 20.61922, 20.78885, STAR , -0.0002652884, 156.0, 14.078, 14.114, 12.261, 8.857, -0.03600025  , 1.0616500000000002
1237645943978328529, 55.0238649817915, 0.953142218433502   , 24.24857, 21.68495, 20.45528, 19.97905, 19.67118, STAR , 3.490268e-05 , 157.0, 15.644, 15.711, 12.3  , 8.671, -0.06700039  , 2.5636200000000002
1237645943978393614, 55.1405439749595, 0.896118204409502   , 19.29174, 17.77633, 17.14245, 16.88806, 16.74913, STAR , -2.791188e-05, 158.0, 16.595, 16.655, 12.058, 8.981, -0.060001373 , 1.5154099999999993
1237645943978393658, 55.1903330900102, 1.01646655452263    , 18.65015, 16.75544, 15.99424, 15.71494, 15.58503, STAR , 0.0001066802 , 159.0, 14.923, 14.999, 12.593, 8.614, -0.07599926  , 1.89471
1237645943978393677, 55.227213708586 , 1.03040013721284    , 19.23016, 17.46111, 16.68479, 16.35664, 16.1784 , STAR , 8.803884e-05 , 160.0, 16.166, 15.597, 12.153, 8.194, 0.56900024   , 1.76905
1237645943978393681, 55.2557888629028, 0.898026168818766   , 17.43358, 17.81857, 18.25114, 18.57193, 18.89722, STAR , 5.343613e-05 , 161.0, 15.713, 15.4  , 12.478, 8.929, 0.31300068   , -0.38499000000000194
1237645943978393685, 55.1160618807354, 0.900120717550149   , 21.65468, 19.21546, 18.02639, 17.52922, 17.25331, STAR , 9.345642e-05 , 162.0, 17.057, 16.411, 12.554, 8.447, 0.6459999    , 2.439219999999999
1237645943978393716, 55.1557030172648, 0.889751172185498   , 20.56224, 17.99504, 16.86986, 16.45277, 16.20638, STAR , 1.800895e-05 , 163.0, 16.837, 15.846, 11.812, 8.636, 0.9910002    , 2.5671999999999997
1237645943978393752, 55.2033327433326, 0.954118814803233   , 20.49535, 17.88457, 16.7014 , 16.23406, 15.98152, STAR , 9.677671e-05 , 164.0, 15.262, 15.354, 12.435, 8.863, -0.09200001  , 2.6107799999999983
1237645943978393757, 55.2163925292411, 1.02313558511642    , 22.12829, 20.17315, 19.35799, 19.04309, 18.74891, STAR , -2.601409e-06, 165.0, 14.586, 14.689, 12.324, 8.968, -0.10299969  , 1.95514
1237645943978393777, 55.2538744181563, 0.958235889901718   , 19.75261, 18.42203, 17.81067, 17.55395, 17.42079, STAR , 0.000280062  , 166.0, 15.152, 15.377, 12.187, 8.892, -0.22499943  , 1.3305800000000012
1237645943978394040, 55.1468907351293, 0.95817820215657    , 23.43947, 22.45726, 21.93799, 21.7978 , 21.62993, STAR , 0.003118644  , 169.0, 13.231, 13.29 , 12.377, 8.694, -0.059000015 , 0.9822099999999985
1237645943978394188, 55.2024937153797, 0.918433175632868   , 23.24066, 22.38647, 20.94004, 20.35439, 20.05956, STAR , -0.0001136804, 171.0, 14.961, 14.99 , 12.394, 8.999, -0.028999329 , 0.8541899999999991
1237645943978394282, 55.255193745303 , 0.991120855347389   , 23.37093, 22.10966, 21.685  , 21.50999, 21.96276, STAR , -0.004020236 , 173.0, 15.84 , 15.835, 12.594, 8.529, 0.0050001144 , 1.2612699999999997
1237645943978459165, 55.3200659094693, 0.883421922961921   , 17.27455, 16.14819, 15.72749, 15.57004, 15.50722, STAR , 5.192878e-05 , 175.0, 15.653, 15.424, 12.232, 8.805, 0.22900009   , 1.1263600000000018
1237645943978459199, 55.3342770649134, 0.914010235826213   , 17.97655, 16.74161, 16.26678, 16.0925 , 16.02395, STAR , -4.574029e-05, 176.0, 16.748, 16.497, 12.458, 8.614, 0.25099945   , 1.2349399999999982
1237645943978459202, 55.3370195402237, 0.960701932859808   , 17.32008, 16.02088, 15.51375, 15.32299, 15.25951, STAR , 7.43573e-05  , 177.0, 13.571, 13.517, 12.025, 8.923, 0.0539999    , 1.2992000000000026
1237645943978459229, 55.3569536714426, 0.862802684399112   , 18.46397, 16.68569, 15.98719, 15.73248, 15.61455, STAR , -0.0001799881, 179.0, 14.309, 14.328, 12.608, 8.619, -0.019000053 , 1.7782799999999988
1237645943978459256, 55.3920716637872, 0.85793448735556    , 17.35126, 16.21682, 15.83312, 15.69623, 15.64447, STAR , -0.0001144033, 181.0, 15.006, 14.115, 11.272, 8.256, 0.8909998    , 1.1344400000000014
1237645943978459301, 55.2729103969987, 1.01813951543996    , 20.70915, 18.04522, 16.78319, 16.29126, 16.01707, STAR , -0.0001271623, 182.0, 15.843, 15.826, 12.327, 8.399, 0.017000198  , 2.6639300000000006
1237645943978459316, 55.301588875374 , 1.01502471028991    , 22.73002, 20.36308, 18.88914, 17.58363, 16.85624, STAR , 0.0001634895 , 183.0, 15.319, 15.655, 12.223, 8.508, -0.3359995   , 2.3669399999999996
1237645943978459322, 55.3073328140066, 0.962797361069156   , 23.396  , 20.05284, 18.66665, 18.02476, 17.65357, STAR , 6.372166e-05 , 184.0, 15.781, 14.673, 11.835, 8.907, 1.1079998    , 3.343160000000001
1237645943978459324, 55.3079532601772, 0.922215730192716   , 21.08278, 18.92605, 17.92677, 17.56554, 17.27912, STAR , -0.0001845669, 186.0, 16.478, 16.65 , 12.582, 8.928, -0.17199898  , 2.1567299999999996
1237645943978459347, 55.3703229312465, 0.896857541234156   , 21.30963, 18.59896, 17.32983, 16.84787, 16.58038, STAR , -1.165655e-05, 187.0, 14.823, 14.62 , 12.046, 8.493, 0.20300007   , 2.710669999999997
1237645943978459369, 55.2796028824539, 0.892294452148321   , 23.34784, 20.41723, 18.88163, 17.91503, 17.39   , STAR , 0.0002725764 , 188.0, 15.812, 15.855, 12.248, 8.78 , -0.042999268 , 2.9306100000000015
1237645943978459393, 55.4003864356424, 0.994886082975601   , 24.60322, 21.74273, 20.24235, 19.28474, 19.20071, STAR , 0.000236313  , 189.0, 14.872, 13.92 , 11.512, 8.177, 0.95199966   , 2.8604899999999986
1237645943978459422, 55.4005364645438, 1.01859794914847    , 25.35621, 21.80307, 20.21132, 19.23495, 18.7262 , STAR , 0.0003300613 , 190.0, 15.608, 14.754, 11.661, 8.596, 0.8540001    , 3.553139999999999
1237645943978459453, 55.33150901104  , 1.02675194098585    , 20.4396 , 20.2228 , 20.02551, 19.93997, 19.6018 , QSO  , 2.075482     , 193.0, 13.695, 13.684, 12.483, 8.857, 0.01099968   , 0.21679999999999922
1237645943978459531, 55.2832998929499, 0.883096655911866   , 23.29619, 22.072  , 21.6524 , 21.45624, 21.18894, STAR , 0.002422663  , 194.0, 15.931, 16.089, 12.45 , 8.322, -0.15800095  , 1.2241900000000001
1237645943978459784, 55.4049328896443, 0.95492053045058    , 23.04245, 22.19691, 21.87008, 21.5767 , 21.80846, STAR , 0.001502472  , 195.0, 15.573, 14.165, 11.116, 8.41 , 1.408        , 0.8455399999999997
1237645943978524695, 55.4214130935925, 0.916888258456918   , 18.08884, 16.77694, 16.28134, 16.09963, 16.03073, STAR , 0.0001737033 , 196.0, 16.405, 16.292, 12.517, 8.952, 0.11300087   , 1.3119000000000014
1237645943978524724, 55.4512525204076, 0.919398621522271   , 18.35307, 17.20436, 16.7802 , 16.59563, 16.52967, STAR , -2.897311e-05, 197.0, 15.737, 15.621, 12.499, 8.71 , 0.116000175  , 1.1487099999999977
1237645943978524746, 55.4806040881505, 1.04139689646499    , 18.80733, 17.51745, 16.94362, 16.70213, 16.56415, STAR , -0.0001066538, 198.0, 16.594, 16.777, 12.364, 8.719, -0.18300056  , 1.2898800000000001
1237645943978524759, 55.5234997406845, 0.938594633502336   , 19.15007, 17.08453, 16.27119, 15.97778, 15.82429, STAR , 0.0002093332 , 199.0, 16.187, 16.156, 11.977, 8.772, 0.031000137  , 2.0655399999999986
1237645943978524767, 55.5459633197656, 0.866700691142403   , 18.10033, 16.87099, 16.69033, 16.64522, 16.62379, STAR , -0.0001092959, 200.0, 15.923, 16.014, 12.145, 8.921, -0.0909996   , 1.2293400000000005
1237645943978524792, 55.4481953349019, 0.937275239712352   , 19.79825, 18.61667, 18.15596, 17.99292, 17.95628, STAR , 0.0001386673 ,   1.0, 15.976, 15.024, 11.947, 8.904, 0.95199966   , 1.1815800000000003
1237645943978524843, 55.5475441533327, 1.01262475231405    , 21.4238 , 19.13588, 17.8806 , 17.36838, 17.0703 , STAR , -5.095993e-05,   5.0, 14.304, 14.301, 12.377, 8.991, 0.0030002594 , 2.2879199999999997
1237645943978524918, 55.4943128037674, 0.985547966382397   , 24.04875, 21.6041 , 20.17005, 19.14028, 18.64162, STAR , 0.0001107285 ,   7.0, 13.369, 13.353, 12.596, 8.706, 0.016000748  , 2.4446499999999993
1237645943978524926, 55.5078958575818, 0.853553681508561   , 24.49564, 21.92828, 20.33168, 18.98475, 18.3538 , STAR , -9.106105e-05,   9.0, 15.366, 15.122, 12.561, 8.304, 0.24400043   , 2.5673600000000008
1237645943978525034, 55.4236867558757, 1.00093153463734    , 23.50619, 23.39567, 22.15797, 20.52247, 19.65341, STAR , -0.0001154315,  11.0, 15.318, 15.338, 12.624, 8.865, -0.020000458 , 0.11052000000000106
1237645943978590227, 55.5776215797756, 0.995886774163066   , 21.32274, 21.01563, 20.54511, 20.35652, 20.29458, QSO  , 1.46279      ,  12.0, 15.449, 15.479, 12.531, 8.753, -0.029999733 , 0.307109999999998
1237645943978590229, 55.5901235604866, 0.896316457534744   , 19.16749, 18.55299, 17.69763, 17.3443 , 17.09744, STAR , 4.768638e-05 ,  13.0, 15.684, 15.739, 11.781, 8.82 , -0.055000305 , 0.6144999999999996
1237645943978590279, 55.6324660413389, 0.912171832527619   , 19.42838, 17.75452, 17.11396, 16.88803, 16.73496, STAR , 2.362465e-05 ,  14.0, 14.911, 13.941, 11.308, 8.966, 0.97000027   , 1.6738600000000012
1237645943978590282, 55.6351766043088, 1.04641323747082    , 18.52349, 17.48975, 16.90494, 16.73441, 16.59008, STAR , -0.0007702046,  15.0, 14.221, 14.153, 12.59 , 8.989, 0.06799984   , 1.033739999999998
1237645943978590300, 55.6773567143974, 1.00277763444432    , 24.83156, 24.73596, 22.99377, 21.91231, 21.72227, STAR , 0.001689656  ,  18.0, 15.468, 15.166, 12.601, 8.875, 0.30200005   , 0.09560000000000102
1237645943978590317, 55.7027840290635, 1.04443139401047    , 21.44711, 20.11105, 19.57516, 19.36887, 17.19756, STAR , 1.45852e-05  ,  19.0, 16.935, 16.298, 12.142, 8.971, 0.63699913   , 1.3360599999999998
1237645943978590383, 55.5834212828011, 0.861372425303986   , 19.9204 , 17.23539, 15.97411, 15.5109 , 15.23752, STAR , 1.052324e-05 ,  22.0, 15.42 , 14.765, 12.12 , 8.819, 0.65499973   , 2.685010000000002
1237645943978590403, 55.6015484021298, 0.951804329759595   , 23.32992, 20.30639, 19.04545, 18.55317, 18.29725, STAR , 0.0001125917 ,  23.0, 15.957, 14.748, 11.735, 8.495, 1.2089996    , 3.023530000000001
1237645943978590416, 55.6289395643817, 0.997947392930122   , 23.55408, 20.14638, 18.64859, 17.80626, 17.33421, STAR , 0.0001494824 ,  25.0, 17.274, 16.758, 12.57 , 8.923, 0.51600075   , 3.4076999999999984
1237645943978590483, 55.703963263348 , 0.912522348827625   , 20.96905, 19.88452, 19.40444, 19.22271, 19.14465, STAR , -0.0003128714,  27.0, 14.376, 14.395, 12.352, 8.752, -0.019000053 , 1.0845300000000009
1237645943978590732, 55.6070513128   , 0.898803359303694   , 24.64942, 21.21463, 19.80365, 19.2552 , 18.86543, QSO  , 4.517605     ,  28.0, 15.742, 15.975, 12.573, 8.679, -0.23300076  , 3.4347899999999996
1237645943978590809, 55.6457714335576, 1.03238529665559    , 22.78838, 22.06781, 21.60217, 21.36474, 21.90955, QSO  , 0.1769511    ,  29.0, 15.015, 15.067, 11.986, 8.359, -0.052000046 , 0.7205699999999986
1237645943978590924, 55.702654297476 , 0.984429493330615   , 25.23061, 22.7448 , 21.08444, 20.24116, 19.61606, QSO  , 0.6837234    ,  30.0, 15.646, 15.521, 12.308, 8.377, 0.125        , 2.485809999999997
1237645943978591175, 55.7042893873432, 0.961779862940216   , 24.33942, 24.80292, 22.06076, 20.39502, 19.63455, STAR , 0.0002616285 ,  31.0, 16.376, 16.414, 12.254, 8.309, -0.038000107 , -0.4634999999999998
1237645943978655754, 55.7297084186876, 0.90339759436891    , 17.34062, 15.97131, 15.43069, 15.21917, 15.09811, STAR , 6.843303e-05 ,  36.0, 16.539, 16.171, 12.599, 8.898, 0.36800003   , 1.3693100000000005
1237645943978655781, 55.7555868695931, 0.861777697716606   , 20.83037, 18.57212, 17.50369, 17.10189, 16.83505, STAR , 3.940467e-05 ,  41.0, 14.787, 14.692, 12.17 , 9.09 , 0.09499931   , 2.2582499999999968
1237645943978655832, 55.8106975408215, 0.873287738158158   , 19.10415, 17.34366, 16.53993, 16.2379 , 16.06456, STAR , 5.993259e-07 ,  42.0, 13.306, 13.405, 12.304, 9.043, -0.09899998  , 1.7604900000000008
1237645943978655852, 55.8269063013831, 0.929774640639109   , 23.44068, 20.98102, 19.55524, 19.04727, 18.76338, STAR , -6.034362e-05,  44.0, 15.466, 15.498, 12.58 , 9.045, -0.03200054  , 2.4596599999999995
1237645943978655930, 55.7185738659169, 0.948253529908051   , 20.8202 , 20.33122, 20.17134, 19.91962, 19.74282, QSO  , 1.965866     ,  45.0, 14.96 , 14.2  , 11.679, 8.451, 0.7600002    , 0.4889800000000015
1237645943978655932, 55.7190771359504, 0.872917120015058   , 20.19518, 18.65395, 17.99104, 17.72942, 17.54544, STAR , -0.0003722281,  46.0, 12.644, 12.49 , 11.725, 8.734, 0.15400028   , 1.5412300000000023
1237645943978655958, 55.7869622716096, 0.866851595147156   , 21.93901, 19.3522 , 18.08714, 17.61568, 17.31833, STAR , 2.039649e-05 ,  47.0, 14.101, 14.227, 12.118, 8.891, -0.1260004   , 2.58681
1237645943978655990, 55.8233736929721, 0.890878855606868   , 20.48563, 20.22805, 19.67087, 19.58676, 19.65893, QSO  , 1.260721     ,  50.0, 16.236, 16.312, 12.562, 8.595, -0.07600021  , 0.2575800000000008
1237645943978655997, 55.8417039636198, 0.901196614171488   , 21.23544, 20.07334, 19.53707, 19.28469, 19.15002, STAR , 0.0001391048 ,  51.0, 15.075, 14.987, 12.063, 8.552, 0.087999344  , 1.1620999999999988
1237645943978656031, 55.7660413917378, 0.991205036706693   , 23.83007, 20.76669, 19.50969, 18.98332, 18.66773, STAR , -6.528787e-05,  54.0, 16.286, 15.519, 12.6  , 8.531, 0.76699924   , 3.0633799999999987
1237645943978656041, 55.800955819414 , 1.03941163623967    , 23.09788, 20.5372 , 18.89228, 17.83078, 17.22878, STAR , 4.943197e-05 ,  55.0, 14.683, 14.622, 12.263, 8.825, 0.06099987   , 2.5606800000000014
1237645943978656061, 55.7520849554297, 0.99696772579744    , 23.08032, 22.03817, 20.34007, 19.09114, 18.34528, STAR , 2.997004e-05 ,  57.0, 16.642, 15.306, 12.144, 8.361, 1.3360004    , 1.0421499999999995
1237645943978656141, 55.7186598572598, 0.881228331195961   , 22.93971, 21.47115, 20.74217, 19.94663, 19.78363, QSO  , 0.5649027    ,  58.0, 15.635, 15.391, 12.438, 8.253, 0.24400043   , 1.46856
1237645943978656211, 55.7483609345465, 1.0221422892142     , 23.25335, 21.50351, 21.10036, 20.68939, 20.35633, QSO  , 0.6499321    ,  62.0, 16.433, 16.498, 12.311, 9.022, -0.06499863  , 1.7498400000000025
1237645943978656227, 55.7571086108337, 0.866391866004803   , 23.28382, 22.02748, 21.70843, 21.34086, 21.20753, STAR , -0.001727331 ,  63.0, 15.738, 16.282, 12.594, 8.421, -0.5439997   , 1.256339999999998
1237645943978656537, 55.7828710404887, 0.936107144525365   , 24.15168, 23.26981, 21.5075 , 20.60661, 19.95139, QSO  , 3.780458     ,  64.0, 14.506, 14.577, 12.48 , 8.951, -0.0710001   , 0.8818699999999993
1237645943978721398, 55.8629606472974, 1.01037408557023    , 20.76043, 17.9981 , 16.702  , 16.18346, 15.85072, STAR , 3.121988e-05 ,  65.0, 13.569, 13.503, 11.924, 8.89 , 0.065999985  , 2.7623299999999986
1237645943978721409, 55.877282240989 , 1.04383081486804    , 20.1693 , 18.59716, 17.89904, 17.60375, 17.42352, STAR , -0.0001067912,  66.0, 16.166, 16.237, 12.364, 8.934, -0.070999146 , 1.572140000000001
1237645943978721411, 55.8835540001376, 0.948594264231489   , 19.86927, 19.43554, 19.16166, 18.87512, 18.80886, QSO  , 1.556646     ,  68.0, 14.861, 15.028, 12.526, 9.096, -0.16699982  , 0.4337300000000006
1237645943978721466, 56.0023611837566, 0.972041086719181   , 20.16196, 18.71461, 18.09359, 17.84475, 17.73153, STAR , 2.083947e-05 ,  69.0, 14.831, 14.127, 11.882, 8.012, 0.7040005    , 1.4473500000000001
1237645943978721500, 55.8871461334342, 0.887625798493949   , 23.46143, 20.40857, 18.90869, 18.26839, 17.89275, STAR , -6.319199e-05,  70.0, 15.561, 15.375, 11.95 , 8.692, 0.18599987   , 3.052859999999999
1237645943978721505, 55.9265031819459, 0.914213530567539   , 23.0044 , 20.71241, 19.46002, 18.99217, 18.64949, STAR , 6.232964e-05 ,  72.0, 16.729, 16.971, 12.372, 8.943, -0.24200058  , 2.291990000000002
1237645943978721508, 55.9430007621047, 0.972382158395976   , 23.2987 , 21.16563, 19.70608, 18.86826, 18.36315, STAR , -6.086028e-05,  74.0, 15.916, 15.872, 12.391, 9.003, 0.044000626  , 2.13307
1237645943978721556, 55.9147286200949, 0.968256650593383   , 23.82758, 21.75098, 20.19807, 19.02281, 18.31013, STAR , 0.0001535528 ,  75.0, 14.524, 14.697, 12.266, 8.423, -0.17299938  , 2.0766000000000027
1237645943978721570, 55.8942542266428, 0.875533759250247   , 20.86105, 20.39502, 19.9561 , 19.615  , 19.52622, QSO  , 1.572451     ,  76.0, 16.742, 16.925, 12.444, 8.87 , -0.18299866  , 0.46602999999999994
1237645943978721683, 55.8951478855852, 1.02090348008402    , 23.75495, 22.47293, 22.09996, 22.05597, 22.36133, QSO  , 5.867881     ,  77.0, 15.232, 14.607, 11.199, 8.786, 0.625        , 1.2820199999999993
1237645943978721769, 55.9352096224958, 1.04734541779334    , 23.53709, 22.97567, 22.15026, 21.84602, 21.37027, STAR , 0.003333385  ,  78.0, 13.064, 12.276,  8.88 , 5.778, 0.7880001    , 0.5614199999999983
1237645943978721863, 55.9882696768024, 0.986065796732338   , 22.5492 , 21.89563, 21.5965 , 21.41842, 21.21165, STAR , -0.003782917 ,  79.0, 15.088, 14.967, 12.577, 8.539, 0.12100029   , 0.6535699999999984
1237645943978786819, 56.0077770413436, 0.958571204306597   , 17.42095, 16.24123, 15.79463, 15.63077, 15.5545 , STAR , -5.316196e-05,  80.0, 16.124, 15.937, 12.396, 8.87 , 0.18700027   , 1.1797199999999997
1237645943978786823, 56.008785558401 , 0.931362794403839   , 20.69578, 19.55765, 19.17546, 19.02162, 18.96332, STAR , 0.000420206  ,  81.0, 13.915, 12.749,  9.427, 6.766, 1.1660004    , 1.1381300000000003
1237645943978786835, 56.0273305289643, 0.935180958468663   , 19.23866, 16.96023, 15.93041, 15.5335 , 15.30588, STAR , 0.0001056275 ,  84.0, 15.057, 13.967, 10.922, 8.122, 1.0900002    , 2.27843
1237645943978786850, 56.0496869813641, 0.855302189100358   , 20.74549, 19.5182 , 18.97693, 18.76981, 18.62736, STAR , 0.0007085567 ,  85.0, 14.043, 13.911, 12.196, 8.793, 0.13199997   , 1.22729
1237645943978786985, 56.0070715322429, 0.999101303916443   , 19.71607, 18.09434, 17.383  , 17.10073, 16.96968, STAR , 0.0003243919 ,  86.0, 14.86 , 14.682, 12.577, 8.272, 0.1779995    , 1.6217299999999994
1237645943978786997, 56.0254704991401, 0.894147490782309   , 20.62889, 19.56862, 19.0555 , 18.88797, 18.76268, STAR , 0.000348141  ,  87.0, 15.811, 15.528, 11.964, 8.922, 0.283        , 1.0602699999999992
1237645943978787003, 56.0310115794442, 1.00582021143472    , 19.68658, 18.14682, 17.44558, 17.15404, 16.98137, STAR , 0.0001086857 ,  88.0, 15.031, 14.952, 12.569, 8.906, 0.07900047   , 1.5397599999999976
1237645943978787006, 56.0424993196368, 0.898082276892619   , 19.45194, 18.04491, 17.43622, 17.20393, 17.07049, STAR , -5.201044e-05,  89.0, 14.38 , 14.389, 12.604, 9.038, -0.0089998245, 1.407029999999999
1237645943978787062, 56.1009813363547, 0.910433877144112   , 20.10641, 18.51974, 17.78331, 17.49296, 17.32693, STAR , 2.409005e-05 ,  90.0, 15.283, 15.338, 12.483, 8.976, -0.055000305 , 1.5866700000000016
1237645943978787076, 56.1069744727102, 0.914655006974362   , 20.00481, 19.52804, 19.3268 , 19.39177, 19.17451, QSO  , 0.8454171    ,  91.0, 16.223, 16.974, 12.282, 8.51 , -0.75100136  , 0.47676999999999836
1237645943978787108, 56.1384280608627, 0.875160189788793   , 19.68594, 17.66147, 16.76749, 16.38243, 16.13824, STAR , -0.0004332514,  92.0, 15.81 , 15.889, 12.525, 8.96 , -0.07899952  , 2.0244699999999973
1237645943978787118, 56.1518616728443, 0.899107220840494   , 20.54302, 19.38049, 18.86349, 18.61206, 18.51156, STAR , 0.0001467256 ,  95.0, 12.103, 11.931, 12.198, 8.92 , 0.17199993   , 1.1625299999999967
1237645943978787121, 56.1540496427813, 0.87666277894839    , 20.90079, 19.76579, 19.32224, 19.11413, 19.03759, STAR , 0.0006038619 ,  96.0, 12.907, 12.85 , 11.435, 8.461, 0.056999207  , 1.1350000000000016
1237645943978787200, 56.0498291313458, 1.01240686606149    , 25.04077, 21.9397 , 20.21272, 18.84687, 18.08921, STAR , 2.910573e-05 ,  97.0, 15.111, 15.344, 12.564, 8.446, -0.2329998   , 3.10107
1237645943978787224, 56.0590792788055, 1.012168346403      , 22.49836, 21.66887, 21.35018, 21.14124, 20.7326 , QSO  , 2.165047     ,  98.0, 14.356, 14.351, 12.581, 8.8  , 0.0050001144 , 0.8294900000000034
1237645943978787230, 56.0734427074271, 1.01799434246045    , 22.113  , 20.97109, 20.70605, 20.60301, 20.6811 , STAR , 0.0002122333 ,  99.0, 14.502, 14.647, 12.599, 8.313, -0.14500046  , 1.1419099999999993
